Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Michael Beasley,25:19,6,13,.462,1,2,.500,2,6,.333,2,5,7,0,0,0,3,4,15,-2
Darko Miličić,23:58,2,4,.500,0,0,,0,0,,1,8,9,0,1,0,5,6,4,-4
Ricky Rubio,27:21,2,3,.667,0,0,,2,3,.667,0,3,3,4,3,0,3,3,6,-1
Anthony Tolliver,20:35,0,1,.000,0,0,,2,2,1.000,2,1,3,0,0,0,1,2,2,+9
J.J. Barea,18:50,1,9,.111,1,1,1.000,6,6,1.000,1,2,3,4,1,0,1,1,9,+1
Derrick Williams,18:39,1,3,.333,0,1,.000,1,2,.500,1,4,5,1,0,0,4,2,3,-3
Nikola Peković,Not With Team,,,,,,,,,,,,,,,,,,,
Malcolm Lee,Not With Team,,,,,,,,,,,,,,,,,,,
Brandon Jennings,35:36,7,14,.500,1,5,.200,9,10,.900,1,2,3,7,0,0,2,0,24,+5
Stephen Jackson,35:36,7,20,.350,1,6,.167,1,3,.333,3,2,5,2,3,0,2,4,16,+10
Mike Dunleavy,31:37,2,9,.222,0,3,.000,1,1,1.000,2,3,5,8,2,0,2,3,5,-3
Andrew Bogut,30:36,7,20,.350,0,0,,1,2,.500,3,6,9,3,2,0,1,6,15,-6
Ersan İlyasova,24:50,3,5,.600,0,0,,0,0,,3,3,6,0,1,1,1,5,6,+7
Shaun Livingston,24:20,2,6,.333,0,0,,0,0,,0,0,0,2,0,1,2,2,4,-2
Jon Leuer,20:15,5,7,.714,0,0,,4,4,1.000,1,7,8,1,2,2,1,3,14,-2
Beno Udrih,15:58,4,6,.667,0,1,.000,0,0,,0,1,1,1,0,0,0,1,8,-1
Larry Sanders,15:50,2,5,.400,0,1,.000,0,0,,2,4,6,0,3,1,1,3,4,+3
Jon Brockman,5:22,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,0,1,2,+4
Drew Gooden,Player Suspended,,,,,,,,,,,,,,,,,,,
Carlos Delfino,Did Not Dress,,,,,,,,,,,,,,,,,,,
Marcus Thornton,35:26,5,15,.333,1,5,.200,3,4,.750,0,0,0,3,0,0,2,1,14,-14
Tyreke Evans,29:13,2,8,.250,0,2,.000,0,0,,0,2,2,3,0,1,5,3,4,-20
DeMarcus Cousins,26:59,7,18,.389,0,0,,2,5,.400,4,7,11,0,0,2,4,5,16,-2
Chuck Hayes,26:23,2,5,.400,0,0,,0,0,,2,9,11,0,0,0,1,5,4,-21
John Salmons,19:37,1,3,.333,0,0,,0,0,,1,1,2,1,0,0,2,5,2,-12
J.J. Hickson,28:21,4,6,.667,0,0,,2,3,.667,3,2,5,1,0,0,1,1,10,-15
Jimmer Fredette,24:06,4,10,.400,1,5,.200,1,1,1.000,1,0,1,2,0,0,2,2,10,-2
Travis Outlaw,23:58,0,5,.000,0,2,.000,2,3,.667,1,6,7,0,1,0,1,0,2,-3
Jason Thompson,14:01,5,6,.833,0,0,,1,2,.500,1,1,2,1,0,1,0,3,11,-5
Isaiah Thomas,11:56,1,6,.167,1,2,.500,3,4,.750,1,0,1,0,0,0,0,2,6,-16
Gerald Wallace,35:58,8,11,.727,1,3,.333,8,9,.889,1,7,8,5,0,2,1,4,25,+25
LaMarcus Aldridge,33:16,10,15,.667,0,0,,4,6,.667,3,5,8,0,1,0,1,3,24,+16
Raymond Felton,26:22,2,8,.250,1,3,.333,0,1,.000,0,1,1,6,2,0,2,3,5,+9
Marcus Camby,23:51,0,3,.000,0,0,,2,4,.500,3,6,9,5,1,2,3,3,2,+18
Wesley Matthews,22:24,4,14,.286,0,5,.000,0,0,,1,4,5,2,0,1,1,2,8,+16
Nicolas Batum,28:49,4,12,.333,1,4,.250,6,6,1.000,3,2,5,1,0,0,1,1,15,+16
Jamal Crawford,25:11,2,11,.182,0,3,.000,2,2,1.000,1,0,1,4,1,0,1,2,6,+5
Kurt Thomas,17:35,3,4,.750,0,0,,0,0,,0,2,2,1,0,3,0,3,6,+3
Chris Johnson,8:14,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,0,1,2,-5
Craig Smith,7:52,2,4,.500,0,0,,0,0,,2,1,3,0,1,0,0,0,4,+10
Nolan Smith,6:40,2,2,1.000,0,0,,0,0,,0,0,0,1,0,0,0,1,4,-7
Elliot Williams,1:54,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
Luke Babbitt,1:54,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+2
Devin Harris,25:26,2,6,.333,1,2,.500,0,0,,0,0,0,6,1,0,1,2,5,-23
Raja Bell,25:13,3,7,.429,0,2,.000,0,0,,0,2,2,1,2,0,1,3,6,-20
Al Jefferson,24:48,2,16,.125,0,0,,0,0,,4,6,10,2,0,2,0,3,4,-22
Gordon Hayward,23:58,3,8,.375,0,2,.000,1,1,1.000,1,2,3,2,0,1,1,2,7,-18
Derrick Favors,18:34,4,7,.571,0,0,,0,0,,2,4,6,0,0,0,1,4,8,-26
Paul Millsap,27:08,7,15,.467,0,1,.000,4,6,.667,6,2,8,0,0,1,1,3,18,+3
Josh Howard,23:42,4,9,.444,0,2,.000,2,2,1.000,0,2,2,3,1,0,2,3,10,-8
Earl Watson,20:43,0,3,.000,0,1,.000,0,0,,1,1,2,3,0,1,3,1,0,-3
Enes Kanter,20:30,1,7,.143,0,0,,3,4,.750,3,8,11,0,0,1,0,2,5,-3
C.J. Miles,17:32,1,8,.125,0,3,.000,2,4,.500,0,1,1,0,2,0,0,4,4,-5
Alec Burks,5:35,0,2,.000,0,0,,0,0,,1,0,1,2,0,0,0,0,0,+1
Jeremy Evans,5:00,2,2,1.000,0,0,,0,0,,0,0,0,1,0,0,0,1,4,-2
Jamaal Tinsley,1:51,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
Pau Gasol,37:07,6,11,.545,0,0,,10,12,.833,2,7,9,0,2,5,3,2,22,+24
Kobe Bryant,30:51,8,17,.471,3,5,.600,7,8,.875,0,8,8,5,1,1,3,1,26,+33
Derek Fisher,26:25,3,4,.750,0,0,,3,3,1.000,0,2,2,4,1,0,2,1,9,+18
Devin Ebanks,26:00,0,4,.000,0,1,.000,6,6,1.000,2,1,3,0,2,0,1,4,6,+14
Josh McRoberts,20:10,3,7,.429,0,0,,0,3,.000,2,4,6,0,0,2,0,3,6,+16
Troy Murphy,31:29,0,3,.000,0,0,,0,0,,4,7,11,4,0,0,0,6,0,+11
Metta World Peace,27:23,5,9,.556,0,2,.000,4,5,.800,0,5,5,1,1,1,0,2,14,+11
Steve Blake,19:44,3,9,.333,2,5,.400,0,0,,0,1,1,2,1,0,0,0,8,+8
Jason Kapono,17:09,2,6,.333,1,3,.333,0,0,,1,0,1,1,0,0,0,2,5,-8
Andrew Goudelock,1:51,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
Luke Walton,1:51,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
Paul George,39:46,5,11,.455,4,7,.571,4,4,1.000,2,2,4,2,0,0,2,1,18,+4
Darren Collison,37:36,3,7,.429,1,1,1.000,3,4,.750,0,0,0,12,2,0,3,1,10,+16
David West,31:14,6,12,.500,0,0,,2,4,.500,0,6,6,1,2,1,1,3,14,+8
Danny Granger,31:01,8,19,.421,2,5,.400,3,3,1.000,3,5,8,1,3,1,4,1,21,+6
Roy Hibbert,29:42,6,11,.545,0,0,,0,0,,3,7,10,1,1,0,5,3,12,0
Tyler Hansbrough,26:20,2,7,.286,0,0,,4,4,1.000,2,6,8,0,1,0,1,3,8,-4
George Hill,18:41,0,5,.000,0,2,.000,3,3,1.000,1,1,2,2,0,0,0,0,3,-8
Dahntay Jones,16:59,2,6,.333,0,1,.000,0,0,,0,1,1,1,0,0,0,1,4,-1
Lou Amundson,8:41,0,3,.000,0,0,,0,0,,1,1,2,0,1,0,0,3,0,+4
Andrea Bargnani,31:35,9,17,.529,1,3,.333,2,5,.400,1,3,4,5,1,2,4,3,21,-1
José Calderón,30:01,3,9,.333,0,2,.000,1,1,1.000,0,3,3,6,2,0,3,1,7,-3
DeMar DeRozan,29:38,9,16,.563,2,2,1.000,2,2,1.000,1,3,4,2,1,0,2,2,22,-6
Amir Johnson,28:55,1,2,.500,0,0,,0,0,,5,5,10,3,2,0,3,4,2,-3
Rasual Butler,16:02,1,4,.250,1,3,.333,0,0,,0,0,0,1,0,0,1,1,3,-5
James Johnson,29:09,3,7,.429,0,0,,0,0,,1,7,8,2,6,2,1,5,6,+8
Leandro Barbosa,20:08,4,9,.444,0,1,.000,1,1,1.000,2,0,2,0,0,0,1,1,9,-3
Ed Davis,19:41,1,2,.500,0,0,,0,0,,0,3,3,1,0,0,1,3,2,-7
Jerryd Bayless,17:59,5,9,.556,2,2,1.000,1,2,.500,0,1,1,1,0,0,1,1,13,-2
Jamaal Magloire,13:33,0,1,.000,0,0,,0,2,.000,0,4,4,0,0,1,1,4,0,+5
Gary Forbes,3:19,0,3,.000,0,2,.000,0,0,,0,0,0,0,1,0,1,0,0,-6
Anthony Carter,0:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Aaron Gray,Did Not Dress,,,,,,,,,,,,,,,,,,,
Chris Bosh,39:19,8,13,.615,0,0,,9,14,.643,2,4,6,2,0,2,1,1,25,+2
LeBron James,38:49,13,23,.565,0,0,,9,9,1.000,0,6,6,7,3,2,2,0,35,+5
Dwyane Wade,31:59,5,13,.385,0,0,,0,0,,0,1,1,4,1,2,3,4,10,-3
Mario Chalmers,31:20,6,12,.500,1,3,.333,2,2,1.000,0,1,1,4,0,0,1,3,15,+7
Joel Anthony,18:44,0,1,.000,0,0,,0,0,,0,4,4,0,0,0,0,1,0,-12
Udonis Haslem,29:07,1,4,.250,0,0,,2,2,1.000,1,5,6,0,1,0,3,4,4,+7
Shane Battier,19:57,0,2,.000,0,1,.000,0,0,,1,1,2,0,1,3,0,0,0,-11
Norris Cole,16:30,2,8,.250,0,1,.000,1,1,1.000,0,2,2,1,0,0,0,3,5,-3
James Jones,12:00,1,2,.500,0,1,.000,0,0,,0,1,1,0,1,1,0,1,2,+14
Juwan Howard,2:16,0,0,,0,0,,0,0,,1,0,1,1,0,0,0,0,0,-1
Gerald Henderson,42:29,10,19,.526,1,1,1.000,0,0,,1,3,4,4,2,2,4,2,21,+1
Boris Diaw,38:34,7,14,.500,2,5,.400,0,0,,4,12,16,8,1,1,6,2,16,0
D.J. White,35:27,3,8,.375,0,0,,2,4,.500,4,7,11,1,0,3,0,4,8,-7
D.J. Augustin,32:47,7,11,.636,3,6,.500,3,4,.750,1,4,5,6,0,0,5,2,20,-3
Corey Maggette,29:49,1,10,.100,0,3,.000,4,4,1.000,3,5,8,0,0,1,2,5,6,-3
Kemba Walker,20:03,6,9,.667,1,2,.500,1,2,.500,0,1,1,3,1,0,3,1,14,-6
Derrick Brown,13:21,0,4,.000,0,0,,0,0,,1,1,2,0,1,0,0,1,0,+10
Bismack Biyombo,12:33,1,1,1.000,0,0,,0,2,.000,0,4,4,0,0,2,1,2,2,+6
Byron Mullens,9:26,3,4,.750,0,0,,0,0,,1,1,2,0,0,0,0,3,6,-1
Matt Carroll,5:31,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,-2
Tyrus Thomas,Did Not Dress,,,,,,,,,,,,,,,,,,,
John Wall,37:10,6,15,.400,0,0,,8,10,.800,1,1,2,6,3,1,6,1,20,-23
Rashard Lewis,27:40,5,9,.556,2,3,.667,1,1,1.000,0,3,3,0,0,0,1,3,13,-19
JaVale McGee,27:36,7,11,.636,0,0,,1,2,.500,3,9,12,0,2,1,2,4,15,-25
Andray Blatche,27:22,2,13,.154,0,0,,0,1,.000,2,2,4,1,0,0,1,1,4,-16
Jordan Crawford,21:44,0,6,.000,0,5,.000,1,2,.500,0,1,1,1,0,0,3,2,1,-22
Nick Young,31:44,6,12,.500,3,6,.500,6,6,1.000,0,2,2,4,0,0,0,3,21,+1
Chris Singleton,26:14,3,4,.750,1,1,1.000,0,0,,0,3,3,0,2,0,1,4,7,-1
Ronny Turiaf,16:56,1,1,1.000,0,0,,0,0,,0,3,3,2,3,1,0,2,2,+5
Shelvin Mack,10:50,0,5,.000,0,1,.000,0,0,,0,0,0,2,0,0,0,1,0,+5
Trevor Booker,5:48,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,+1
Kevin Séraphin,3:28,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,2,0,0,+2
Roger Mason,3:28,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+2
Joe Johnson,33:19,7,16,.438,4,8,.500,0,0,,2,1,3,4,0,0,2,1,18,+30
Josh Smith,33:08,5,11,.455,0,1,.000,5,7,.714,4,6,10,4,0,2,2,2,15,+26
Al Horford,32:33,4,9,.444,0,0,,3,4,.750,2,8,10,2,2,2,0,1,11,+25
Jeff Teague,32:23,4,11,.364,1,3,.333,2,2,1.000,0,2,2,5,2,0,2,5,11,+22
Marvin Williams,29:52,4,8,.500,2,3,.667,7,10,.700,2,6,8,2,2,1,0,3,17,+26
Tracy McGrady,19:29,3,5,.600,0,0,,5,6,.833,0,4,4,1,0,0,1,1,11,-5
Zaza Pachulia,15:59,1,2,.500,0,0,,4,4,1.000,0,2,2,1,0,0,1,3,6,-10
Vladimir Radmanović,14:18,2,4,.500,1,1,1.000,0,0,,1,2,3,1,0,0,3,0,5,-10
Jannero Pargo,14:16,1,6,.167,1,6,.167,0,0,,0,1,1,1,0,0,2,0,3,-7
Willie Green,12:26,1,3,.333,0,1,.000,2,2,1.000,0,2,2,0,0,0,1,4,4,-7
Ivan Johnson,2:17,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,0
Anderson Varejão,23:27,5,9,.556,0,0,,0,1,.000,4,3,7,1,1,0,2,1,10,+7
Antawn Jamison,23:14,6,9,.667,1,1,1.000,2,3,.667,0,1,1,0,1,0,2,3,15,+1
Kyrie Irving,19:50,5,9,.556,0,0,,4,4,1.000,1,3,4,7,2,0,3,1,14,+4
Omri Casspi,19:50,3,5,.600,1,1,1.000,0,0,,2,2,4,1,1,0,2,1,7,+4
Anthony Parker,19:33,1,3,.333,1,3,.333,0,0,,1,0,1,4,0,0,1,0,3,+2
Daniel Gibson,28:39,3,4,.750,2,2,1.000,0,0,,1,5,6,3,2,1,1,2,8,+11
Ramon Sessions,28:10,4,11,.364,2,4,.500,6,6,1.000,1,6,7,6,1,0,2,4,16,+12
Alonzo Gee,28:10,2,4,.500,0,1,.000,1,2,.500,0,2,2,4,0,0,2,0,5,+12
Tristan Thompson,24:34,5,8,.625,0,0,,0,0,,1,3,4,1,1,2,3,1,10,+18
Samardo Samuels,24:33,6,8,.750,0,0,,5,6,.833,1,3,4,1,0,0,3,2,17,+9
Ben Gordon,39:34,9,19,.474,4,9,.444,3,4,.750,0,0,0,4,1,0,2,3,25,-13
Greg Monroe,36:04,5,10,.500,0,0,,0,0,,3,4,7,2,1,0,5,1,10,-5
Rodney Stuckey,32:13,4,12,.333,1,3,.333,2,2,1.000,1,2,3,3,0,0,1,2,11,-9
Jonas Jerebko,31:01,3,10,.300,1,2,.500,1,2,.500,4,2,6,0,2,0,0,5,8,-13
Tayshaun Prince,26:38,4,8,.500,0,1,.000,2,2,1.000,0,3,3,1,0,0,3,1,10,-15
Brandon Knight,28:41,10,13,.769,3,5,.600,0,1,.000,0,1,1,6,2,0,2,4,23,-6
Jason Maxiell,14:58,0,1,.000,0,0,,0,0,,2,1,3,0,1,0,0,1,0,-6
Austin Daye,13:56,0,5,.000,0,1,.000,0,0,,0,0,0,0,2,1,3,2,0,-5
Ben Wallace,10:21,0,1,.000,0,0,,0,0,,0,1,1,0,2,0,0,1,0,-13
Damien Wilkins,4:59,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,1,0,+3
Vernon Macklin,1:35,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+2
Charlie Villanueva,Player Suspended,,,,,,,,,,,,,,,,,,,
Rajon Rondo,34:22,5,8,.625,1,1,1.000,2,4,.500,1,1,2,6,1,0,4,3,13,-8
Ray Allen,29:38,5,10,.500,4,8,.500,1,1,1.000,0,2,2,3,1,0,3,3,15,-4
Kevin Garnett,26:39,4,10,.400,0,0,,0,0,,2,5,7,4,0,2,0,2,8,-7
Jermaine O'Neal,21:19,1,6,.167,0,0,,0,0,,4,2,6,0,0,1,0,4,2,-2
Sasha Pavlović,18:54,3,6,.500,1,2,.500,0,0,,0,4,4,0,2,2,1,1,7,-9
Marquis Daniels,24:41,3,12,.250,0,1,.000,0,2,.000,2,1,3,1,0,0,1,1,6,-7
Brandon Bass,24:15,4,13,.308,0,0,,3,4,.750,1,3,4,0,0,1,0,1,11,-21
Keyon Dooling,22:54,2,6,.333,1,4,.250,5,5,1.000,1,2,3,0,0,0,3,4,10,-15
Greg Stiemsma,20:16,1,2,.500,0,0,,0,0,,2,2,4,0,0,6,0,3,2,-9
E'Twaun Moore,7:36,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0,-4
Avery Bradley,6:05,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,0,0,-8
JaJuan Johnson,3:22,1,2,.500,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,4,-1
Chris Wilcox,Did Not Dress,,,,,,,,,,,,,,,,,,,
Trevor Ariza,40:27,2,8,.250,1,4,.250,3,4,.750,1,5,6,4,2,1,0,1,8,+11
Jarrett Jack,38:20,8,17,.471,0,2,.000,5,5,1.000,0,4,4,9,1,2,1,1,21,+10
Marco Belinelli,34:48,4,6,.667,3,4,.750,2,3,.667,2,4,6,0,1,0,2,3,13,+15
Carl Landry,29:16,6,9,.667,0,0,,8,8,1.000,5,6,11,0,0,1,2,5,20,+20
Emeka Okafor,27:27,6,9,.667,0,0,,1,2,.500,1,5,6,0,0,5,3,2,13,+8
Chris Kaman,27:17,6,15,.400,0,0,,0,0,,3,6,9,1,1,3,1,3,12,+14
Greivis Vásquez,15:20,3,8,.375,0,2,.000,0,0,,0,3,3,2,1,0,0,0,6,+9
Al-Farouq Aminu,10:42,0,0,,0,0,,0,0,,0,2,2,0,1,0,0,1,0,+14
Jason Smith,9:40,1,5,.200,0,0,,0,0,,0,1,1,0,0,0,0,3,2,0
Carldell Johnson,2:15,0,0,,0,0,,1,1,1.000,0,0,0,0,0,0,0,0,1,-2
Lance Thomas,2:15,0,1,.000,0,0,,1,2,.500,0,0,0,0,0,0,0,1,1,-2
Trey Johnson,2:15,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Eric Gordon,Did Not Dress,,,,,,,,,,,,,,,,,,,
Kevin Durant,38:37,10,17,.588,2,5,.400,10,11,.909,1,7,8,3,0,2,2,2,32,-2
Russell Westbrook,31:26,0,13,.000,0,2,.000,4,4,1.000,0,3,3,6,0,0,4,3,4,+1
Kendrick Perkins,24:35,2,6,.333,0,0,,6,9,.667,2,2,4,1,0,1,0,3,10,-4
Thabo Sefolosha,23:35,2,3,.667,1,2,.500,3,3,1.000,1,1,2,0,1,0,0,1,8,+1
Serge Ibaka,21:42,2,8,.250,0,0,,0,0,,3,4,7,0,1,3,1,2,4,+1
James Harden,30:25,5,11,.455,3,7,.429,7,9,.778,1,6,7,2,1,0,0,1,20,-2
Nazr Mohammed,17:40,1,4,.250,0,0,,0,2,.000,3,2,5,0,0,0,0,2,2,+9
Eric Maynor,16:47,3,10,.300,1,5,.200,0,0,,1,1,2,3,1,0,1,1,7,+1
Daequan Cook,14:42,3,4,.750,3,4,.750,0,0,,0,2,2,0,0,0,1,4,9,+6
Nick Collison,13:06,1,1,1.000,0,0,,0,0,,0,0,0,1,0,1,1,4,2,+5
Cole Aldrich,7:24,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,1,0,-1
Zach Randolph,39:54,7,20,.350,1,3,.333,9,12,.750,4,8,12,0,0,1,1,2,24,+6
Rudy Gay,36:26,9,24,.375,0,5,.000,1,4,.250,4,8,12,2,1,1,3,4,19,-4
Marc Gasol,36:10,5,10,.500,0,0,,6,7,.857,5,7,12,0,0,2,0,5,16,+4
Tony Allen,28:41,3,9,.333,0,0,,3,3,1.000,2,1,3,1,2,0,3,2,9,-1
Mike Conley,0:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Jeremy Pargo,37:12,6,13,.462,0,3,.000,3,4,.750,2,1,3,7,2,0,1,4,15,+1
O.J. Mayo,28:09,2,5,.400,1,3,.333,2,2,1.000,0,3,3,0,0,0,2,1,7,-2
Quincy Pondexter,12:15,1,2,.500,0,1,.000,0,0,,1,1,2,1,0,1,0,1,2,-5
Josh Selby,10:24,1,2,.500,0,0,,1,1,1.000,0,0,0,2,0,0,2,1,3,-4
Josh Davis,5:21,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,1,0,1,0,-4
Dante Cunningham,5:04,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,1,0,-6
Chris Paul,36:01,3,10,.300,1,2,.500,3,4,.750,1,2,3,9,2,0,2,2,10,-17
Blake Griffin,33:48,11,19,.579,0,0,,6,8,.750,3,6,9,2,0,0,1,2,28,-37
DeAndre Jordan,32:43,2,4,.500,0,0,,4,6,.667,4,4,8,0,3,3,3,5,8,-11
Chauncey Billups,28:06,2,5,.400,2,4,.500,5,5,1.000,0,0,0,1,1,1,1,2,11,-11
Caron Butler,25:46,4,10,.400,2,5,.400,2,3,.667,0,1,1,1,0,0,1,1,12,-13
Mo Williams,28:09,4,11,.364,1,2,.500,3,4,.750,0,1,1,2,1,0,1,2,12,-19
Ryan Gomes,26:05,2,6,.333,1,4,.250,0,0,,2,3,5,2,0,0,1,1,5,-6
Randy Foye,12:47,1,6,.167,0,3,.000,0,1,.000,0,0,0,0,0,0,1,1,2,-9
Brian Cook,8:27,0,1,.000,0,0,,2,2,1.000,0,1,1,0,1,1,0,1,2,-2
Trey Thompkins,4:15,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1
Travis Leslie,3:53,0,1,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0,+1
Reggie Evans,Did Not Dress,,,,,,,,,,,,,,,,,,,
Eric Bledsoe,Did Not Dress,,,,,,,,,,,,,,,,,,,
Richard Jefferson,27:28,8,9,.889,3,4,.750,0,0,,1,3,4,1,0,0,2,1,19,+17
Manu Ginóbili,27:15,6,10,.600,5,8,.625,7,7,1.000,0,3,3,6,1,0,0,2,24,+14
Tony Parker,26:28,6,9,.667,0,0,,2,2,1.000,0,3,3,9,0,0,1,2,14,+21
DeJuan Blair,26:17,10,15,.667,0,0,,0,0,,4,2,6,2,0,0,2,4,20,+23
Tim Duncan,25:37,5,13,.385,0,0,,0,0,,0,8,8,2,0,0,1,2,10,+17
James Anderson,21:12,4,8,.500,0,2,.000,4,4,1.000,1,2,3,1,0,0,3,1,12,+9
T.J. Ford,20:13,1,3,.333,0,1,.000,2,2,1.000,0,2,2,5,1,0,3,2,4,+4
Kawhi Leonard,20:05,1,3,.333,0,0,,0,0,,1,7,8,0,0,0,0,1,2,+10
Tiago Splitter,20:03,2,3,.667,0,0,,0,0,,0,3,3,1,1,1,3,4,4,+9
Matt Bonner,17:50,2,4,.500,2,4,.500,0,0,,0,1,1,0,0,0,0,2,6,+3
Danny Green,3:53,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-1
Cory Joseph,3:39,0,2,.000,0,0,,0,0,,0,2,2,0,0,0,0,0,0,-1
Jrue Holiday,32:31,5,15,.333,0,3,.000,5,7,.714,2,1,3,2,1,0,1,2,15,+22
Jodie Meeks,30:19,5,8,.625,2,5,.400,0,0,,0,0,0,1,0,0,0,3,12,+3
Andre Iguodala,26:32,5,7,.714,3,3,1.000,2,2,1.000,0,4,4,6,4,0,1,2,15,+32
Spencer Hawes,25:39,4,7,.571,0,0,,1,1,1.000,2,9,11,3,2,2,4,3,9,+19
Elton Brand,20:43,2,7,.286,0,0,,0,1,.000,2,7,9,1,2,0,1,0,4,+25
Evan Turner,29:11,6,9,.667,0,1,.000,0,0,,0,7,7,2,1,0,0,4,12,0
Thaddeus Young,26:25,7,14,.500,0,0,,1,1,1.000,2,3,5,0,0,0,0,1,15,+2
Lou Williams,25:27,3,11,.273,2,4,.500,5,6,.833,1,2,3,5,0,0,1,2,13,+3
Nikola Vučević,20:07,3,6,.500,0,0,,0,0,,3,3,6,2,1,0,2,2,6,-3
Craig Brackins,3:06,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,-3
Grant Hill,26:46,4,12,.333,0,0,,6,6,1.000,0,2,2,2,0,0,0,1,14,-22
Jared Dudley,24:02,0,2,.000,0,1,.000,0,0,,0,4,4,2,1,0,0,4,0,-32
Marcin Gortat,17:54,1,6,.167,0,0,,2,2,1.000,3,5,8,0,0,1,1,0,4,-18
Steve Nash,17:05,2,11,.182,0,3,.000,0,0,,0,0,0,1,0,0,6,4,4,-22
Channing Frye,13:00,0,4,.000,0,1,.000,2,2,1.000,2,6,8,0,0,0,1,0,2,-16
Hakim Warrick,31:33,7,13,.538,0,0,,0,0,,0,3,3,0,0,1,0,1,14,-4
Ronnie Price,30:55,7,13,.538,1,4,.250,1,1,1.000,0,1,1,4,1,1,2,3,16,+2
Markieff Morris,26:30,4,5,.800,1,2,.500,0,0,,1,2,3,1,0,0,1,3,9,+5
Shannon Brown,20:53,3,7,.429,0,0,,0,1,.000,0,3,3,1,0,0,1,0,6,-2
Robin Lopez,20:10,3,4,.750,0,0,,1,2,.500,1,5,6,3,0,0,0,1,7,-2
Josh Childress,5:38,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
Sebastian Telfair,5:34,2,3,.667,0,0,,3,4,.750,1,0,1,1,1,0,0,0,7,+10
Al Jefferson,30:09,8,14,.571,0,0,,3,4,.750,1,4,5,4,1,1,4,3,19,-21
Gordon Hayward,27:15,3,6,.500,1,3,.333,3,4,.750,0,2,2,7,0,0,1,1,10,-20
Devin Harris,21:37,4,8,.500,2,4,.500,0,1,.000,0,0,0,2,2,0,2,3,10,-13
Raja Bell,18:35,1,3,.333,0,1,.000,0,0,,0,1,1,1,0,0,1,4,2,-11
Derrick Favors,16:47,1,4,.250,0,0,,0,2,.000,2,8,10,0,0,0,3,2,2,+5
Paul Millsap,21:44,6,9,.667,1,1,1.000,0,0,,1,7,8,1,2,0,1,1,13,-20
C.J. Miles,21:43,4,9,.444,3,4,.750,2,4,.500,1,1,2,0,0,0,3,2,13,-15
Josh Howard,18:36,2,9,.222,0,1,.000,4,4,1.000,0,1,1,1,2,0,0,0,8,+5
Earl Watson,16:32,0,1,.000,0,1,.000,0,0,,0,1,1,4,0,0,4,2,0,-11
Enes Kanter,14:12,1,5,.200,0,0,,2,3,.667,2,3,5,0,0,0,0,2,4,0
Jeremy Evans,13:08,2,2,1.000,0,0,,0,0,,1,1,2,1,0,1,0,0,4,+2
Alec Burks,9:51,6,9,.667,0,1,.000,3,3,1.000,0,0,0,0,2,0,1,2,15,+7
Jamaal Tinsley,9:51,0,0,,0,0,,0,0,,0,2,2,4,1,1,2,1,0,+7
Danilo Gallinari,25:20,4,7,.571,1,2,.500,2,2,1.000,1,4,5,2,2,0,3,3,11,+13
Ty Lawson,25:04,6,11,.545,0,3,.000,3,4,.750,0,2,2,2,1,0,1,0,15,+19
Nenê Hilário,23:48,10,13,.769,0,0,,5,5,1.000,0,7,7,2,3,2,1,1,25,+15
Arron Afflalo,20:05,4,10,.400,0,4,.000,2,4,.500,4,1,5,1,1,0,1,2,10,+1
Timofey Mozgov,17:39,2,4,.500,0,0,,0,0,,1,1,2,1,0,0,1,2,4,+5
